AGE75591.1	HD73_0001
AGE78387.1	HD73_2809
AGE78388.1	HD73_2810
AGE78389.1	HD73_2811
AGE78390.1	HD73_2812
AGE78391.1	HD73_2813
AGE78392.1	HD73_2814
AGE78393.1	HD73_2815
AGE78394.1	HD73_2816
AGE78395.1	HD73_2817
AGE78396.1	HD73_2818
AGE78397.1	HD73_2819
AGE78398.1	HD73_2820
AGE78399.1	HD73_2821
AGE78400.1	HD73_2822
AGE78401.1	HD73_2823
AGE78402.1	HD73_2824
AGE78403.1	HD73_2825
AGE78404.1	HD73_2826
AGE78405.1	HD73_2827
AGE78406.1	HD73_2828
AGE78407.1	HD73_2829
AGE78408.1	HD73_2830
AGE78409.1	HD73_2831
AGE78410.1	HD73_2832
AGE78411.1	HD73_2833
AGE78412.1	HD73_2834
AGE78413.1	HD73_2835
AGE78414.1	HD73_2836
AGE78415.1	HD73_2837
AGE78416.1	HD73_2838
AGE78417.1	HD73_2839
AGE78418.1	HD73_2840
AGE78419.1	HD73_2841
AGE78420.1	HD73_2842
AGE78421.1	HD73_2843
AGE78422.1	HD73_2844
AGE78423.1	HD73_2845
AGE78424.1	HD73_2846
AGE78425.1	HD73_2847
AGE78426.1	HD73_2848
AGE78427.1	HD73_2849
AGE78428.1	HD73_2850
AGE78429.1	HD73_2851
AGE78430.1	HD73_2852
AGE78431.1	HD73_2853
AGE78432.1	HD73_2854
AGE78433.1	HD73_2855
AGE78434.1	HD73_2856
AGE78435.1	HD73_2857
AGE78436.1	HD73_2858
AGE78437.1	HD73_2859
AGE78438.1	HD73_2860
AGE78439.1	HD73_2861
AGE78440.1	HD73_2862
AGE78441.1	HD73_2863
AGE78442.1	HD73_2864
AGE78443.1	HD73_2865
AGE78444.1	HD73_2866
AGE78445.1	HD73_2867
AGE78446.1	HD73_2868
AGE78447.1	HD73_2869
AGE78448.1	HD73_2870
AGE78449.1	HD73_2871
AGE78450.1	HD73_2872
AGE78451.1	HD73_2873
AGE78452.1	HD73_2874
AGE78453.1	HD73_2875
AGE78454.1	HD73_2876
AGE78455.1	HD73_2877
AGE78456.1	HD73_2878
AGE78457.1	HD73_2879
AGE78458.1	HD73_2880
AGE78459.1	HD73_2881
AGE78460.1	HD73_2882
AGE78461.1	HD73_2883
AGE78462.1	HD73_2884
AGE78463.1	HD73_2885
AGE78464.1	HD73_2886
AGE78465.1	HD73_2887
AGE78466.1	HD73_2888
AGE78467.1	HD73_2889
AGE78468.1	HD73_2890
AGE78469.1	HD73_2891
AGE78470.1	HD73_2892
AGE78471.1	HD73_2893
AGE78472.1	HD73_2894
AGE78473.1	HD73_2895
AGE78474.1	HD73_2896
AGE78475.1	HD73_2897
AGE78476.1	HD73_2898
AGE78478.1	HD73_2900
AGE78477.1	HD73_2899
AGE78479.1	HD73_2901
AGE78480.1	HD73_2902
AGE78481.1	HD73_2903
AGE78482.1	HD73_2904
AGE78483.1	HD73_2905
AGE78484.1	HD73_2906
AGE78485.1	HD73_2907
AGE78486.1	HD73_2908
AGE78487.1	HD73_2909
AGE78488.1	HD73_2910
AGE78489.1	HD73_2911
AGE78490.1	HD73_2912
AGE78491.1	HD73_2913
AGE78492.1	HD73_2914
AGE78493.1	HD73_2915
AGE78494.1	HD73_2916
AGE78495.1	HD73_2917
AGE78496.1	HD73_2918
AGE78497.1	HD73_2919
AGE78498.1	HD73_2920
AGE78499.1	HD73_2921
AGE78500.1	HD73_2922
AGE78501.1	HD73_2923
AGE78502.1	HD73_2924
AGE78503.1	HD73_2925
AGE78504.1	HD73_2926
AGE78505.1	HD73_2927
AGE78506.1	HD73_2928
AGE78507.1	HD73_2929
AGE78508.1	HD73_2930
AGE78509.1	HD73_2931
AGE78510.1	HD73_2932
AGE78511.1	HD73_2933
AGE78512.1	HD73_2934
AGE78513.1	HD73_2935
AGE78514.1	HD73_2936
AGE78515.1	HD73_2937
AGE78516.1	HD73_2938
AGE78517.1	HD73_2939
AGE78518.1	HD73_2940
AGE78519.1	HD73_2941
AGE78520.1	HD73_2942
AGE78521.1	HD73_2943
AGE78522.1	HD73_2944
AGE78523.1	HD73_2945
AGE78524.1	HD73_2946
AGE78525.1	HD73_2947
AGE78526.1	HD73_2948
AGE78527.1	HD73_2949
AGE78528.1	HD73_2950
AGE78529.1	HD73_2951
AGE78530.1	HD73_2952
AGE78531.1	HD73_2953
AGE78532.1	HD73_2954
AGE78533.1	HD73_2955
AGE78534.1	HD73_2956
AGE78535.1	HD73_2957
AGE78536.1	HD73_2958
AGE78537.1	HD73_2959
AGE78538.1	HD73_2960
AGE78539.1	HD73_2961
AGE78540.1	HD73_2962
AGE78541.1	HD73_2963
AGE78542.1	HD73_2964
AGE78543.1	HD73_2965
AGE78544.1	HD73_2966
AGE78545.1	HD73_2967
AGE78546.1	HD73_2968
AGE78547.1	HD73_2969
AGE78548.1	HD73_2970
AGE78549.1	HD73_2971
AGE78550.1	HD73_2972
AGE78551.1	HD73_2973
AGE78552.1	HD73_2974
AGE78553.1	HD73_2975
AGE78554.1	HD73_2976
AGE78555.1	HD73_2977
AGE78556.1	HD73_2978
AGE78557.1	HD73_2979
AGE78558.1	HD73_2980
AGE78559.1	HD73_2981
AGE78560.1	HD73_2982
AGE78561.1	HD73_2983
AGE78562.1	HD73_2984
AGE78563.1	HD73_2985
AGE78564.1	HD73_2986
AGE78565.1	HD73_2987
AGE78566.1	HD73_2988
AGE78567.1	HD73_2989
AGE78568.1	HD73_2990
AGE78569.1	HD73_2991
AGE78570.1	HD73_2992
AGE78571.1	HD73_2993
AGE78572.1	HD73_2994
AGE78573.1	HD73_2995
AGE78574.1	HD73_2996
AGE78575.1	HD73_2997
AGE78576.1	HD73_2998
AGE78577.1	HD73_2999
AGE78578.1	HD73_3000
AGE78579.1	HD73_3001
AGE78580.1	HD73_3002
AGE78581.1	HD73_3003
AGE78582.1	HD73_3004
AGE78583.1	HD73_3005
AGE78584.1	HD73_3006
AGE78585.1	HD73_3007
AGE78586.1	HD73_3008
AGE78587.1	HD73_3009
AGE78588.1	HD73_3010
AGE78589.1	HD73_3011
AGE78590.1	HD73_3012
AGE78591.1	HD73_3013
AGE78592.1	HD73_3014
AGE78593.1	HD73_3015
AGE78594.1	HD73_3016
AGE78595.1	HD73_3017
AGE78596.1	HD73_3018
AGE78597.1	HD73_3019
AGE78598.1	HD73_3020
AGE78599.1	HD73_3021
AGE78600.1	HD73_3022
AGE78601.1	HD73_3023
AGE78602.1	HD73_3024
AGE78603.1	HD73_3025
AGE78604.1	HD73_3026
AGE78605.1	HD73_3027
AGE78606.1	HD73_3028
AGE78607.1	HD73_3029
AGE78608.1	HD73_3030
AGE78609.1	HD73_3031
AGE78610.1	HD73_3032
AGE78611.1	HD73_3033
AGE78612.1	HD73_3034
AGE78613.1	HD73_3035
AGE78614.1	HD73_3036
AGE78615.1	HD73_3037
AGE78616.1	HD73_3038
AGE78617.1	HD73_3039
AGE78618.1	HD73_3040
AGE78619.1	HD73_3041
AGE78620.1	HD73_3042
AGE78621.1	HD73_3043
AGE78622.1	HD73_3044
AGE78623.1	HD73_3045
AGE78624.1	HD73_3046
AGE78625.1	HD73_3047
AGE78626.1	HD73_3048
AGE78627.1	HD73_3049
AGE78628.1	HD73_3050
AGE78629.1	HD73_3051
AGE78630.1	HD73_3052
AGE78631.1	HD73_3053
AGE78632.1	HD73_3054
AGE78633.1	HD73_3055
AGE78634.1	HD73_3056
AGE78635.1	HD73_3057
AGE78636.1	HD73_3058
AGE78637.1	HD73_3059
AGE78638.1	HD73_3060
AGE78639.1	HD73_3061
AGE78640.1	HD73_3062
AGE78641.1	HD73_3063
AGE78642.1	HD73_3064
AGE78643.1	HD73_3065
AGE78644.1	HD73_3066
AGE78645.1	HD73_3067
AGE78646.1	HD73_3068
AGE78647.1	HD73_3069
AGE78648.1	HD73_3070
AGE78649.1	HD73_3071
AGE78650.1	HD73_3072
AGE78651.1	HD73_3073
AGE78652.1	HD73_3074
AGE78653.1	HD73_3075
AGE78654.1	HD73_3076
AGE78655.1	HD73_3077
AGE78656.1	HD73_3078
AGE78657.1	HD73_3079
AGE78658.1	HD73_3080
AGE78659.1	HD73_3081
AGE78660.1	HD73_3082
AGE78661.1	HD73_3083
AGE78662.1	HD73_3084
AGE78663.1	HD73_3085
AGE78664.1	HD73_3086
AGE78665.1	HD73_3087
AGE78666.1	HD73_3088
AGE78667.1	HD73_3089
AGE78668.1	HD73_3090
AGE78669.1	HD73_3091
AGE78670.1	HD73_3092
AGE78671.1	HD73_3093
AGE78672.1	HD73_3094
AGE78673.1	HD73_3095
AGE78674.1	HD73_3096
AGE78675.1	HD73_3097
AGE78676.1	HD73_3098
AGE78677.1	HD73_3099
AGE78678.1	HD73_3100
AGE78679.1	HD73_3101
AGE78680.1	HD73_3102
AGE78681.1	HD73_3103
AGE78682.1	HD73_3104
AGE78683.1	HD73_3105
AGE78684.1	HD73_3106
AGE78685.1	HD73_3107
AGE78686.1	HD73_3108
AGE78687.1	HD73_3109
AGE78688.1	HD73_3110
AGE78689.1	HD73_3111
AGE78690.1	HD73_3112
AGE78691.1	HD73_3113
AGE78692.1	HD73_3114
AGE78693.1	HD73_3115
AGE78694.1	HD73_3116
AGE78695.1	HD73_3117
AGE78696.1	HD73_3118
AGE78697.1	HD73_3119
AGE78698.1	HD73_3120
AGE78699.1	HD73_3121
AGE78700.1	HD73_3122
AGE78701.1	HD73_3123
AGE78702.1	HD73_3124
AGE78703.1	HD73_3125
AGE78704.1	HD73_3126
AGE78705.1	HD73_3127
AGE78706.1	HD73_3128
AGE78707.1	HD73_3129
AGE78708.1	HD73_3130
AGE78709.1	HD73_3131
AGE78710.1	HD73_3132
AGE78711.1	HD73_3133
AGE78712.1	HD73_3134
AGE78713.1	HD73_3135
AGE78714.1	HD73_3136
AGE78715.1	HD73_3137
AGE78716.1	HD73_3138
AGE78717.1	HD73_3139
AGE78718.1	HD73_3140
AGE78719.1	HD73_3141
AGE78720.1	HD73_3142
AGE78721.1	HD73_3143
AGE78722.1	HD73_3144
AGE78723.1	HD73_3145
AGE78724.1	HD73_3146
AGE78725.1	HD73_3147
AGE78726.1	HD73_3148
AGE78727.1	HD73_3149
AGE78728.1	HD73_3150
AGE78729.1	HD73_3151
AGE78730.1	HD73_3152
AGE78731.1	HD73_3153
AGE78732.1	HD73_3154
AGE78733.1	HD73_3155
AGE78734.1	HD73_3156
AGE78735.1	HD73_3157
AGE78736.1	HD73_3158
AGE78737.1	HD73_3159
AGE78738.1	HD73_3160
AGE78739.1	HD73_3161
AGE78740.1	HD73_3162
AGE78741.1	HD73_3163
AGE78743.1	HD73_3165
AGE78742.1	HD73_3164
AGE78744.1	HD73_3166
AGE78745.1	HD73_3167
AGE78746.1	HD73_3168
AGE78747.1	HD73_3169
AGE78748.1	HD73_3170
AGE78749.1	HD73_3171
AGE78750.1	HD73_3172
AGE78751.1	HD73_3173
AGE78752.1	HD73_3174
AGE78753.1	HD73_3175
AGE78754.1	HD73_3176
AGE78755.1	HD73_3177
AGE78756.1	HD73_3178
AGE78757.1	HD73_3179
AGE78758.1	HD73_3180
AGE78759.1	HD73_3181
AGE78760.1	HD73_3182
AGE78761.1	HD73_3183
AGE78762.1	HD73_3184
AGE78763.1	HD73_3185
AGE78764.1	HD73_3186
AGE78765.1	HD73_3187
AGE78766.1	HD73_3188
AGE78767.1	HD73_3189
AGE78768.1	HD73_3190
AGE78769.1	HD73_3191
AGE78770.1	HD73_3192
AGE78771.1	HD73_3193
AGE78772.1	HD73_3194
AGE78773.1	HD73_3195
AGE78774.1	HD73_3196
AGE78775.1	HD73_3197
AGE78776.1	HD73_3198
AGE78777.1	HD73_3199
AGE78778.1	HD73_3200
AGE78779.1	HD73_3201
AGE78780.1	HD73_3202
AGE78781.1	HD73_3203
AGE78782.1	HD73_3204
AGE78783.1	HD73_3205
AGE78784.1	HD73_3206
AGE78785.1	HD73_3207
AGE78786.1	HD73_3208
AGE78787.1	HD73_3209
AGE78788.1	HD73_3210
AGE78789.1	HD73_3211
AGE78790.1	HD73_3212
AGE78791.1	HD73_3213
AGE78792.1	HD73_3214
AGE78793.1	HD73_3215
AGE78794.1	HD73_3216
AGE78795.1	HD73_3217
AGE78796.1	HD73_3218
AGE78797.1	HD73_3219
AGE78798.1	HD73_3220
AGE78799.1	HD73_3221
AGE78800.1	HD73_3222
AGE78801.1	HD73_3223
AGE78802.1	HD73_3224
AGE78803.1	HD73_3225
AGE78804.1	HD73_3226
AGE78805.1	HD73_3227
AGE78806.1	HD73_3228
AGE78807.1	HD73_3229
AGE78808.1	HD73_3230
AGE78809.1	HD73_3231
AGE78810.1	HD73_3232
AGE78811.1	HD73_3233
AGE78812.1	HD73_3234
AGE78813.1	HD73_3235
AGE78814.1	HD73_3236
AGE78815.1	HD73_3237
AGE78816.1	HD73_3238
AGE78817.1	HD73_3239
AGE78818.1	HD73_3240
AGE78819.1	HD73_3241
AGE78820.1	HD73_3242
AGE78821.1	HD73_3243
AGE78822.1	HD73_3244
AGE78823.1	HD73_3245
AGE78824.1	HD73_3246
AGE78825.1	HD73_3247
AGE78826.1	HD73_3248
AGE78827.1	HD73_3249
AGE78828.1	HD73_3250
AGE78829.1	HD73_3251
AGE78830.1	HD73_3252
AGE78831.1	HD73_3253
AGE78832.1	HD73_3254
AGE78833.1	HD73_3255
AGE78834.1	HD73_3256
AGE78835.1	HD73_3257
AGE78836.1	HD73_3258
AGE78837.1	HD73_3259
AGE78838.1	HD73_3260
AGE78839.1	HD73_3261
AGE78840.1	HD73_3262
AGE78841.1	HD73_3263
AGE78842.1	HD73_3264
AGE78843.1	HD73_3265
AGE78844.1	HD73_3266
AGE78845.1	HD73_3267
AGE78846.1	HD73_3268
AGE78847.1	HD73_3269
AGE78848.1	HD73_3270
AGE78849.1	HD73_3271
AGE78850.1	HD73_3272
AGE78851.1	HD73_3273
AGE78852.1	HD73_3274
AGE78853.1	HD73_3275
AGE78854.1	HD73_3276
AGE78855.1	HD73_3277
AGE78856.1	HD73_3278
AGE78857.1	HD73_3279
AGE78858.1	HD73_3280
AGE78859.1	HD73_3281
AGE78860.1	HD73_3282
AGE78861.1	HD73_3283
AGE78862.1	HD73_3284
AGE78863.1	HD73_3285
AGE78864.1	HD73_3286
AGE78865.1	HD73_3287
AGE78866.1	HD73_3288
AGE78867.1	HD73_3289
AGE78868.1	HD73_3290
AGE78869.1	HD73_3291
AGE78870.1	HD73_3292
AGE78871.1	HD73_3293
AGE78872.1	HD73_3294
AGE78873.1	HD73_3295
AGE78874.1	HD73_3296
AGE78875.1	HD73_3297
AGE78876.1	HD73_3298
AGE78877.1	HD73_3299
AGE78878.1	HD73_3300
AGE78879.1	HD73_3301
AGE78880.1	HD73_3302
AGE78881.1	HD73_3303
AGE78882.1	HD73_3304
AGE78883.1	HD73_3305
AGE78884.1	HD73_3306
AGE78885.1	HD73_3307
AGE78886.1	HD73_3308
AGE78887.1	HD73_3309
AGE78888.1	HD73_3310
AGE78889.1	HD73_3311
AGE78890.1	HD73_3312
AGE78891.1	HD73_3313
AGE78892.1	HD73_3314
AGE78893.1	HD73_3315
AGE78894.1	HD73_3316
AGE78895.1	HD73_3317
AGE78896.1	HD73_3318
AGE78897.1	HD73_3319
AGE78898.1	HD73_3320
AGE78899.1	HD73_3321
AGE78900.1	HD73_3322
AGE78901.1	HD73_3323
AGE78902.1	HD73_3324
AGE78903.1	HD73_3325
AGE78904.1	HD73_3326
AGE78905.1	HD73_3327
AGE78906.1	HD73_3328
AGE78907.1	HD73_3329
AGE78908.1	HD73_3330
AGE78909.1	HD73_3331
AGE78910.1	HD73_3332
AGE78911.1	HD73_3333
AGE78912.1	HD73_3334
AGE78913.1	HD73_3335
AGE78914.1	HD73_3336
AGE78915.1	HD73_3337
AGE78916.1	HD73_3338
AGE78917.1	HD73_3339
AGE78918.1	HD73_3340
AGE78919.1	HD73_3341
AGE78920.1	HD73_3342
AGE78921.1	HD73_3343
AGE78922.1	HD73_3344
AGE78923.1	HD73_3345
AGE78924.1	HD73_3346
AGE78925.1	HD73_3347
AGE78926.1	HD73_3348
AGE78927.1	HD73_3349
AGE78928.1	HD73_3350
AGE78929.1	HD73_3351
AGE78930.1	HD73_3352
AGE78931.1	HD73_3353
AGE78932.1	HD73_3354
AGE78933.1	HD73_3355
AGE78934.1	HD73_3356
AGE78935.1	HD73_3357
AGE78936.1	HD73_3358
AGE78937.1	HD73_3359
AGE78938.1	HD73_3360
AGE78939.1	HD73_3361
AGE78940.1	HD73_3362
AGE78941.1	HD73_3363
AGE78942.1	HD73_3364
AGE78943.1	HD73_3365
AGE78944.1	HD73_3366
AGE78945.1	HD73_3367
AGE78946.1	HD73_3368
AGE78947.1	HD73_3369
AGE78948.1	HD73_3370
AGE78949.1	HD73_3371
AGE78950.1	HD73_3372
AGE78951.1	HD73_3373
AGE78952.1	HD73_3374
AGE78953.1	HD73_3375
AGE78954.1	HD73_3376
AGE78955.1	HD73_3377
AGE78956.1	HD73_3378
AGE78957.1	HD73_3379
AGE78958.1	HD73_3380
AGE78959.1	HD73_3381
AGE78960.1	HD73_3382
AGE78961.1	HD73_3383
AGE78962.1	HD73_3384
AGE78963.1	HD73_3385
AGE78964.1	HD73_3386
AGE78965.1	HD73_3387
AGE78966.1	HD73_3388
AGE78967.1	HD73_3389
AGE78968.1	HD73_3390
AGE78969.1	HD73_3391
AGE78970.1	HD73_3392
AGE78971.1	HD73_3393
AGE78972.1	HD73_3394
AGE78973.1	HD73_3395
AGE78974.1	HD73_3396
AGE78975.1	HD73_3397
AGE78976.1	HD73_3398
AGE78977.1	HD73_3399
AGE78978.1	HD73_3400
AGE78979.1	HD73_3401
AGE78980.1	HD73_3402
AGE78981.1	HD73_3403
AGE78982.1	HD73_3404
AGE78983.1	HD73_3405
AGE78984.1	HD73_3406
AGE78985.1	HD73_3407
AGE78986.1	HD73_3408
AGE78987.1	HD73_3409
AGE78988.1	HD73_3410
AGE78989.1	HD73_3411
AGE78990.1	HD73_3412
AGE78991.1	HD73_3413
AGE78992.1	HD73_3414
AGE78993.1	HD73_3415
AGE78994.1	HD73_3416
AGE78995.1	HD73_3417
AGE78996.1	HD73_3418
AGE78997.1	HD73_3419
AGE78998.1	HD73_3420
AGE78999.1	HD73_3421
AGE79000.1	HD73_3422
AGE79001.1	HD73_3423
AGE79002.1	HD73_3424
AGE79003.1	HD73_3425
AGE79004.1	HD73_3426
AGE79005.1	HD73_3427
AGE79006.1	HD73_3428
AGE79007.1	HD73_3429
AGE79008.1	HD73_3430
AGE79009.1	HD73_3431
AGE79010.1	HD73_3432
AGE79011.1	HD73_3433
AGE79012.1	HD73_3434
AGE79013.1	HD73_3435
AGE79014.1	HD73_3436
AGE79015.1	HD73_3437
AGE79016.1	HD73_3438
AGE79017.1	HD73_3439
AGE79018.1	HD73_3440
AGE79019.1	HD73_3441
AGE79020.1	HD73_3442
AGE79021.1	HD73_3443
AGE79022.1	HD73_3444
AGE79023.1	HD73_3445
AGE79024.1	HD73_3446
AGE79025.1	HD73_3447
AGE79026.1	HD73_3448
AGE79027.1	HD73_3449
AGE79028.1	HD73_3450
AGE79029.1	HD73_3451
AGE79030.1	HD73_3452
AGE79031.1	HD73_3453
AGE79032.1	HD73_3454
AGE79033.1	HD73_3455
AGE79034.1	HD73_3456
AGE79035.1	HD73_3457
AGE79036.1	HD73_3458
AGE79037.1	HD73_3459
AGE79038.1	HD73_3460
AGE79039.1	HD73_3461
AGE79040.1	HD73_3462
AGE79041.1	HD73_3463
AGE79042.1	HD73_3464
AGE79043.1	HD73_3465
AGE79044.1	HD73_3466
AGE79045.1	HD73_3467
AGE79046.1	HD73_3468
AGE79047.1	HD73_3469
AGE79048.1	HD73_3470
AGE79049.1	HD73_3471
AGE79050.1	HD73_3472
AGE79051.1	HD73_3473
AGE79052.1	HD73_3474
AGE79053.1	HD73_3475
AGE79054.1	HD73_3476
AGE79055.1	HD73_3477
AGE79056.1	HD73_3478
AGE79057.1	HD73_3479
AGE79058.1	HD73_3480
AGE79059.1	HD73_3481
AGE79060.1	HD73_3482
AGE79061.1	HD73_3483
AGE79062.1	HD73_3484
AGE79063.1	HD73_3485
AGE79064.1	HD73_3486
AGE79065.1	HD73_3487
AGE79066.1	HD73_3488
AGE79067.1	HD73_3489
AGE79068.1	HD73_3490
AGE79069.1	HD73_3491
AGE79070.1	HD73_3492
AGE79071.1	HD73_3493
AGE79072.1	HD73_3494
AGE79073.1	HD73_3495
AGE79074.1	HD73_3496
AGE79075.1	HD73_3497
AGE79076.1	HD73_3498
AGE79077.1	HD73_3499
AGE79078.1	HD73_3500
AGE79079.1	HD73_3501
AGE79080.1	HD73_3502
AGE79081.1	HD73_3503
AGE79083.1	HD73_3505
AGE79082.1	HD73_3504
AGE79084.1	HD73_3506
AGE79085.1	HD73_3507
AGE79086.1	HD73_3508
AGE79087.1	HD73_3509
AGE79088.1	HD73_3510
AGE79089.1	HD73_3511
AGE79090.1	HD73_3512
AGE79091.1	HD73_3513
AGE79092.1	HD73_3514
AGE79093.1	HD73_3515
AGE79094.1	HD73_3516
AGE79095.1	HD73_3517
AGE79096.1	HD73_3518
AGE79097.1	HD73_3519
AGE79098.1	HD73_3520
AGE79099.1	HD73_3521
AGE79100.1	HD73_3522
AGE79101.1	HD73_3523
AGE79102.1	HD73_3524
AGE79103.1	HD73_3525
AGE79104.1	HD73_3526
AGE79105.1	HD73_3527
AGE79106.1	HD73_3528
AGE79107.1	HD73_3529
AGE79108.1	HD73_3530
AGE79109.1	HD73_3531
AGE79110.1	HD73_3532
AGE79111.1	HD73_3533
AGE79112.1	HD73_3534
AGE79113.1	HD73_3535
AGE79114.1	HD73_3536
AGE79115.1	HD73_3537
AGE79116.1	HD73_3538
AGE79117.1	HD73_3539
AGE79118.1	HD73_3540
AGE79119.1	HD73_3541
AGE79120.1	HD73_3542
AGE79121.1	HD73_3543
AGE79122.1	HD73_3544
AGE79123.1	HD73_3545
AGE79124.1	HD73_3546
AGE79125.1	HD73_3547
AGE79126.1	HD73_3548
AGE79127.1	HD73_3549
AGE79128.1	HD73_3550
AGE79129.1	HD73_3551
AGE79130.1	HD73_3552
AGE79131.1	HD73_3553
AGE79132.1	HD73_3554
AGE79133.1	HD73_3555
AGE79134.1	HD73_3556
AGE79135.1	HD73_3557
AGE79136.1	HD73_3558
AGE79137.1	HD73_3559
AGE79138.1	HD73_3560
AGE79139.1	HD73_3561
AGE79140.1	HD73_3562
AGE79141.1	HD73_3563
AGE79142.1	HD73_3564
AGE79143.1	HD73_3565
AGE79144.1	HD73_3566
AGE79145.1	HD73_3567
AGE79146.1	HD73_3568
AGE79147.1	HD73_3569
AGE79148.1	HD73_3570
AGE79149.1	HD73_3571
AGE79150.1	HD73_3572
AGE79151.1	HD73_3573
AGE79152.1	HD73_3574
AGE79153.1	HD73_3575
AGE79154.1	HD73_3576
AGE79155.1	HD73_3577
AGE79156.1	HD73_3578
AGE79157.1	HD73_3579
AGE79158.1	HD73_3580
AGE79159.1	HD73_3581
AGE79160.1	HD73_3582
AGE79161.1	HD73_3583
AGE79162.1	HD73_3584
AGE79163.1	HD73_3585
AGE79164.1	HD73_3586
AGE79165.1	HD73_3587
AGE79166.1	HD73_3588
AGE79167.1	HD73_3589
AGE79168.1	HD73_3590
AGE79169.1	HD73_3591
AGE79170.1	HD73_3592
AGE79171.1	HD73_3593
AGE79172.1	HD73_3594
AGE79173.1	HD73_3595
AGE79174.1	HD73_3596
AGE79175.1	HD73_3597
AGE79176.1	HD73_3598
AGE79177.1	HD73_3599
AGE79178.1	HD73_3600
AGE79179.1	HD73_3601
AGE79180.1	HD73_3602
AGE79181.1	HD73_3603
AGE79182.1	HD73_3604
AGE79183.1	HD73_3605
AGE79184.1	HD73_3606
AGE79185.1	HD73_3607
AGE79186.1	HD73_3608
AGE79187.1	HD73_3609
AGE79188.1	HD73_3610
AGE79189.1	HD73_3611
AGE79190.1	HD73_3612
AGE79191.1	HD73_3613
AGE79192.1	HD73_3614
AGE79193.1	HD73_3615
AGE79194.1	HD73_3616
AGE79195.1	HD73_3617
AGE79196.1	HD73_3618
AGE79197.1	HD73_3619
AGE79198.1	HD73_3620
AGE79199.1	HD73_3621
AGE79200.1	HD73_3622
AGE79201.1	HD73_3623
AGE79202.1	HD73_3624
AGE79203.1	HD73_3625
AGE79204.1	HD73_3626
AGE79205.1	HD73_3627
AGE79206.1	HD73_3628
AGE79207.1	HD73_3629
AGE79208.1	HD73_3630
AGE79209.1	HD73_3631
AGE79210.1	HD73_3632
AGE79211.1	HD73_3633
AGE79212.1	HD73_3634
AGE79213.1	HD73_3635
AGE79214.1	HD73_3636
AGE79215.1	HD73_3637
AGE79216.1	HD73_3638
AGE79217.1	HD73_3639
AGE79218.1	HD73_3640
AGE79219.1	HD73_3641
AGE79220.1	HD73_3642
AGE79221.1	HD73_3643
AGE79222.1	HD73_3644
AGE79223.1	HD73_3645
AGE79224.1	HD73_3646
AGE79225.1	HD73_3647
AGE79226.1	HD73_3648
AGE79227.1	HD73_3649
AGE79228.1	HD73_3650
AGE79229.1	HD73_3651
AGE79230.1	HD73_3652
AGE79231.1	HD73_3653
AGE79232.1	HD73_3654
AGE79233.1	HD73_3655
AGE79234.1	HD73_3656
AGE79235.1	HD73_3657
AGE79236.1	HD73_3658
AGE79237.1	HD73_3659
AGE79238.1	HD73_3660
AGE79239.1	HD73_3661
AGE79240.1	HD73_3662
AGE79241.1	HD73_3663
AGE79242.1	HD73_3664
AGE79243.1	HD73_3665
AGE79244.1	HD73_3666
AGE79245.1	HD73_3667
AGE79246.1	HD73_3668
AGE79247.1	HD73_3669
AGE79248.1	HD73_3670
AGE79249.1	HD73_3671
AGE79250.1	HD73_3672
AGE79251.1	HD73_3673
AGE79252.1	HD73_3674
AGE79253.1	HD73_3675
AGE79254.1	HD73_3676
AGE79255.1	HD73_3677
AGE79256.1	HD73_3678
AGE79257.1	HD73_3679
AGE79258.1	HD73_3680
AGE79259.1	HD73_3681
AGE79260.1	HD73_3682
AGE79261.1	HD73_3683
AGE79262.1	HD73_3684
AGE79263.1	HD73_3685
AGE79264.1	HD73_3686
AGE79265.1	HD73_3687
AGE79266.1	HD73_3688
AGE79267.1	HD73_3689
AGE79268.1	HD73_3690
AGE79269.1	HD73_3691
AGE79270.1	HD73_3692
AGE79271.1	HD73_3693
AGE79272.1	HD73_3694
AGE79273.1	HD73_3695
AGE79274.1	HD73_3696
AGE79275.1	HD73_3697
AGE79276.1	HD73_3698
AGE79277.1	HD73_3699
AGE79278.1	HD73_3700
AGE79279.1	HD73_3701
AGE79280.1	HD73_3702
AGE79281.1	HD73_3703
AGE79282.1	HD73_3704
AGE79283.1	HD73_3705
AGE79284.1	HD73_3706
AGE79285.1	HD73_3707
AGE79286.1	HD73_3708
AGE79287.1	HD73_3709
AGE79288.1	HD73_3710
AGE79289.1	HD73_3711
AGE79290.1	HD73_3712
AGE79291.1	HD73_3713
AGE79292.1	HD73_3714
AGE79293.1	HD73_3715
AGE79294.1	HD73_3716
AGE79295.1	HD73_3717
AGE79296.1	HD73_3718
AGE79297.1	HD73_3719
AGE79298.1	HD73_3720
AGE79299.1	HD73_3721
AGE79300.1	HD73_3722
AGE79301.1	HD73_3723
AGE79302.1	HD73_3724
AGE79303.1	HD73_3725
AGE79304.1	HD73_3726
AGE79305.1	HD73_3727
AGE79306.1	HD73_3728
AGE79307.1	HD73_3729
AGE79308.1	HD73_3730
AGE79309.1	HD73_3731
AGE79310.1	HD73_3732
AGE79311.1	HD73_3733
AGE79312.1	HD73_3734
AGE79313.1	HD73_3735
AGE79314.1	HD73_3736
AGE79315.1	HD73_3737
AGE79316.1	HD73_3738
AGE79317.1	HD73_3739
AGE79318.1	HD73_3740
